0,0,192008002.0,76013568.0,2100973568
0,0,192008102.0,76013568.0,2100973568
0,0,192008202.0,76013568.0,2100973568
0,0,192008302.0,76013568.0,2100973568
0,0,192008402.0,76013568.0,2100973568
0,0,192008502.0,76013568.0,2100973568
0,0,192008602.0,76013568.0,2100973568
0,0,192008702.0,76013568.0,2100973568
0,0,192008804.0,76013568.0,2100973568
0,0,192008905.0,76013568.0,2100973568
0,0,192009005.0,76013568.0,2100973568
0,0,192009105.0,76013568.0,2100973568
0,0,192009207.0,76013568.0,2100973568
