3314,4143,191629617.0,76013568.0,2100973568
3314,4143,191629717.0,76013568.0,2100973568
3314,4143,191629816.0,76013568.0,2100973568
3314,4143,191629916.0,76013568.0,2100973568
3314,4143,191630016.0,76013568.0,2100973568
3314,4143,191630116.0,76013568.0,2100973568
3314,4143,191630216.0,76013568.0,2100973568
3314,4143,191630316.0,76013568.0,2100973568
3314,4143,191630416.0,76013568.0,2100973568
3314,4143,191630515.0,76013568.0,2100973568
3314,4143,191630615.0,76013568.0,2100973568
3314,4144,191630715.0,76013568.0,2100973568
3314,4144,191630815.0,76013568.0,2100973568
