0,0,192009917.0,439029760.0,2100973568
0,0,192010016.0,439029760.0,2100973568
0,0,192010116.0,439029760.0,2100973568
0,0,192010217.0,439029760.0,2100973568
0,0,192010317.0,439029760.0,2100973568
0,0,192010417.0,439029760.0,2100973568
0,0,192010517.0,439029760.0,2100973568
0,0,192010618.0,439029760.0,2100973568
0,0,192010718.0,439029760.0,2100973568
0,0,192010819.0,439029760.0,2100973568
0,0,192010919.0,439029760.0,2100973568
0,0,192011019.0,439029760.0,2100973568
0,0,192011120.0,439029760.0,2100973568
