0,0,192003301.0,371920896.0,2100973568
0,0,192003402.0,371920896.0,2100973568
0,0,192003502.0,371920896.0,2100973568
0,0,192003611.0,371920896.0,2100973568
0,0,192003710.0,371920896.0,2100973568
0,0,192003810.0,371920896.0,2100973568
0,0,192003911.0,371920896.0,2100973568
0,0,192004011.0,371920896.0,2100973568
0,0,192004111.0,371920896.0,2100973568
0,0,192004212.0,371920896.0,2100973568
0,0,192004313.0,371920896.0,2100973568
0,0,192004414.0,371920896.0,2100973568
0,0,192004515.0,371920896.0,2100973568
