0,0,192008216.0,439029760.0,2100973568
0,0,192008315.0,439029760.0,2100973568
0,0,192008415.0,439029760.0,2100973568
0,0,192008594.0,439029760.0,2100973568
0,0,192008695.0,439029760.0,2100973568
0,0,192008796.0,439029760.0,2100973568
0,0,192008897.0,439029760.0,2100973568
0,0,192009015.0,439029760.0,2100973568
0,0,192009116.0,439029760.0,2100973568
0,0,192009216.0,439029760.0,2100973568
0,0,192009316.0,439029760.0,2100973568
0,0,192009416.0,439029760.0,2100973568
0,0,192009517.0,439029760.0,2100973568
